committee,name,party,rank,title,thomas,bioguide,chamber
HLIG04,"Eric A. ""Rick"" Crawford",majority,4,,01989,C001087,
HLIG04,Elise M. Stefanik,majority,5,,02263,S001196,
HLIG04,Will Hurd,majority,6,,02269,H001073,
HLIG04,Terri A. Sewell,minority,1,Ranking Member,01988,S001185,
HLIG04,André Carson,minority,2,,01889,C001072,
HLIG04,Joaquin Castro,minority,3,,02163,C001091,
HLIG04,Denny Heck,minority,4,,02170,H001064,
HSAG,K. Michael Conaway,majority,1,Chair,01805,C001062,
HSAG,Bob Goodlatte,majority,2,,00446,G000289,
HSAG,Frank D. Lucas,majority,3,,00711,L000491,
HSAG,Steve King,majority,4,,01724,K000362,
HSAG,Mike Rogers,majority,5,,01704,R000575,
HSAG,Glenn Thompson,majority,6,,01952,T000467,
HSAG,Bob Gibbs,majority,7,,02049,G000563,
HSAG,Austin Scott,majority,8,,02009,S001189,
HSAG,"Eric A. ""Rick"" Crawford",majority,9,,01989,C001087,
HSAG,Scott DesJarlais,majority,10,,02062,D000616,
HSAG,Vicky Hartzler,majority,11,,02032,H001053,
HSAG,Jeff Denham,majority,12,,01995,D000612,
HSAG,Doug LaMalfa,majority,13,,02100,L000578,
HSAG,Rodney Davis,majority,14,,02126,D000619,
HSAG,Ted S. Yoho,majority,15,,02115,Y000065,
HSAG,Rick W. Allen,majority,16,,02239,A000372,
HSAG,Mike Bost,majority,17,,02243,B001295,
HSAG,David Rouzer,majority,18,,02256,R000603,
HSAG,Ralph Lee Abraham,majority,19,,02244,A000374,
HSAG,Trent Kelly,majority,20,,02294,K000388,
HSAG,James Comer,majority,21,,,C001108,
HSAG,Roger W. Marshall,majority,22,,,M001198,
HSAG,Don Bacon,majority,23,,,B001298,
HSAG,John J. Faso,majority,24,,,F000464,
HSAG,Neal P. Dunn,majority,25,,,D000628,
HSAG,Jodey C. Arrington,majority,26,,,A000375,
HSAG,Collin C. Peterson,minority,1,Ranking Member,00910,P000258,
HSAG,David Scott,minority,2,,01722,S001157,
HSAG,Jim Costa,minority,3,,01774,C001059,
HSAG,Timothy J. Walz,minority,4,,01856,W000799,
HSAG,Marcia L. Fudge,minority,5,,01895,F000455,
HSAG,James P. McGovern,minority,6,,01504,M000312,
HSAG,Filemon Vela,minority,7,,02167,V000132,
HSAG,Michelle Lujan Grisham,minority,8,,02146,L000580,
HSAG,Ann M. Kuster,minority,9,,02145,K000382,
HSAG,Richard M. Nolan,minority,10,,00867,N000127,
HSAG,Cheri Bustos,minority,11,,02127,B001286,
HSAG,Sean Patrick Maloney,minority,12,,02150,M001185,
HSAG,Stacey E. Plaskett,minority,13,,02274,P000610,
HSAG,Alma S. Adams,minority,14,,02201,A000370,
HSAG,Dwight Evans,minority,15,,,E000296,
HSAG,"Al Lawson, Jr.",minority,16,,,L000586,
HSAG,Tom O’Halleran,minority,17,,,O000171,
HSAG,Jimmy Panetta,minority,18,,,P000613,
HSAG,Darren Soto,minority,19,,,S001200,
HSAG,Lisa Blunt Rochester,minority,20,,,B001303,
HSAG03,Glenn Thompson,majority,1,Chair,01952,T000467,
HSAG03,Steve King,majority,2,,01724,K000362,
HSAG03,"Eric A. ""Rick"" Crawford",majority,3,,01989,C001087,
HSAG03,Scott DesJarlais,majority,4,,02062,D000616,
HSAG03,Vicky Hartzler,majority,5,,02032,H001053,
HSAG03,Rodney Davis,majority,6,,02126,D000619,
HSAG03,Ted S. Yoho,majority,7,,02115,Y000065,
HSAG03,David Rouzer,majority,8,,02256,R000603,
HSAG03,James Comer,majority,9,,,C001108,
HSAG03,Roger W. Marshall,majority,10,,,M001198,
HSAG03,John J. Faso,majority,11,,,F000464,
HSAG03,Jodey C. Arrington,majority,12,,,A000375,
HSAG03,James P. McGovern,minority,1,Ranking Member,01504,M000312,
HSAG03,Alma S. Adams,minority,2,,02201,A000370,
HSAG03,Dwight Evans,minority,3,,,E000296,
HSAG03,Marcia L. Fudge,minority,4,,01895,F000455,
HSAG03,Michelle Lujan Grisham,minority,5,,02146,L000580,
HSAG03,"Al Lawson, Jr.",minority,6,,,L000586,
HSAG03,Jimmy Panetta,minority,7,,,P000613,
HSAG03,Darren Soto,minority,8,,,S001200,
HSAG03,Sean Patrick Maloney,minority,9,,02150,M001185,
HSAG14,Rodney Davis,majority,1,Chair,02126,D000619,
HSAG14,Bob Gibbs,majority,2,,02049,G000563,
HSAG14,Jeff Denham,majority,3,,01995,D000612,
HSAG14,Ted S. Yoho,majority,4,,02115,Y000065,
HSAG14,David Rouzer,majority,5,,02256,R000603,
HSAG14,Don Bacon,majority,6,,,B001298,
HSAG14,Neal P. Dunn,majority,7,,,D000628,
HSAG14,Jodey C. Arrington,majority,8,,,A000375,
HSAG14,Michelle Lujan Grisham,minority,1,Ranking Member,02146,L000580,
HSAG14,"Al Lawson, Jr.",minority,2,,,L000586,
HSAG14,Jimmy Panetta,minority,3,,,P000613,
HSAG14,Jim Costa,minority,4,,01774,C001059,
HSAG14,James P. McGovern,minority,5,,01504,M000312,
HSAG14,Lisa Blunt Rochester,minority,6,,,B001303,
HSAG15,Frank D. Lucas,majority,1,Chair,00711,L000491,
HSAG15,Glenn Thompson,majority,2,,01952,T000467,
HSAG15,Jeff Denham,majority,3,,01995,D000612,
HSAG15,Doug LaMalfa,majority,4,,02100,L000578,
HSAG15,Rick W. Allen,majority,5,,02239,A000372,
HSAG15,Mike Bost,majority,6,,02243,B001295,
HSAG15,Ralph Lee Abraham,majority,7,,02244,A000374,
HSAG15,Trent Kelly,majority,8,,02294,K000388,
HSAG15,Marcia L. Fudge,minority,1,Ranking Member,01895,F000455,
HSAG15,Timothy J. Walz,minority,2,,01856,W000799,
HSAG15,Ann M. Kuster,minority,3,,02145,K000382,
HSAG15,Richard M. Nolan,minority,4,,00867,N000127,
HSAG15,Tom O’Halleran,minority,5,,,O000171,
HSAG15,Filemon Vela,minority,6,,02167,V000132,
HSAG16,"Eric A. ""Rick"" Crawford",majority,1,Chair,01989,C001087,
HSAG16,Frank D. Lucas,majority,2,,00711,L000491,
HSAG16,Mike Rogers,majority,3,,01704,R000575,
HSAG16,Bob Gibbs,majority,4,,02049,G000563,
HSAG16,Austin Scott,majority,5,,02009,S001189,
HSAG16,Scott DesJarlais,majority,6,,02062,D000616,
HSAG16,Rick W. Allen,majority,7,,02239,A000372,
HSAG16,Mike Bost,majority,8,,02243,B001295,
HSAG16,Ralph Lee Abraham,majority,9,,02244,A000374,
HSAG16,Don Bacon,majority,10,,,B001298,
HSAG16,Neal P. Dunn,majority,11,,,D000628,
HSAG16,Jodey C. Arrington,majority,12,,,A000375,
HSAG16,Richard M. Nolan,minority,1,Ranking Member,00867,N000127,
HSAG16,Timothy J. Walz,minority,2,,01856,W000799,
HSAG16,Cheri Bustos,minority,3,,02127,B001286,
HSAG16,Lisa Blunt Rochester,minority,4,,,B001303,
HSAG16,David Scott,minority,5,,01722,S001157,
HSAG16,Sean Patrick Maloney,minority,6,,02150,M001185,
HSAG16,Stacey E. Plaskett,minority,7,,02274,P000610,
HSAG16,"Al Lawson, Jr.",minority,8,,,L000586,
HSAG16,Tom O’Halleran,minority,9,,,O000171,
HSAG22,Austin Scott,majority,1,Chair,02009,S001189,
HSAG22,Bob Goodlatte,majority,2,,00446,G000289,
HSAG22,Mike Rogers,majority,3,,01704,R000575,
HSAG22,Doug LaMalfa,majority,4,,02100,L000578,
HSAG22,Rodney Davis,majority,5,,02126,D000619,
HSAG22,James Comer,majority,6,,,C001108,
HSAG22,Roger W. Marshall,majority,7,,,M001198,
HSAG22,John J. Faso,majority,8,,,F000464,
HSAG22,David Scott,minority,1,Ranking Member,01722,S001157,
HSAG22,Sean Patrick Maloney,minority,2,,02150,M001185,
HSAG22,Ann M. Kuster,minority,3,,02145,K000382,
HSAG22,Stacey E. Plaskett,minority,4,,02274,P000610,
HSAG22,Tom O’Halleran,minority,5,,,O000171,
HSAG22,Darren Soto,minority,6,,,S001200,
HSAG29,David Rouzer,majority,1,Chair,02256,R000603,
HSAG29,Bob Goodlatte,majority,2,,00446,G000289,
HSAG29,Steve King,majority,3,,01724,K000362,
HSAG29,Scott DesJarlais,majority,4,,02062,D000616,
HSAG29,Vicky Hartzler,majority,5,,02032,H001053,
HSAG29,Ted S. Yoho,majority,6,,02115,Y000065,
HSAG29,Trent Kelly,majority,7,,02294,K000388,
HSAG29,Roger W. Marshall,majority,8,,,M001198,
HSAG29,Jim Costa,minority,1,Ranking Member,01774,C001059,
HSAG29,Filemon Vela,minority,2,,02167,V000132,
HSAG29,Cheri Bustos,minority,3,,02127,B001286,
HSAG29,Stacey E. Plaskett,minority,4,,02274,P000610,
HSAG29,Dwight Evans,minority,5,,,E000296,
HSAP,Rodney P. Frelinghuysen,majority,1,Chair,00414,F000372,
HSAP,Harold Rogers,majority,2,,00977,R000395,
HSAP,Robert B. Aderholt,majority,3,,01460,A000055,
HSAP,Kay Granger,majority,4,,01487,G000377,
HSAP,Michael K. Simpson,majority,5,,01590,S001148,
HSAP,John Abney Culberson,majority,6,,01670,C001048,
HSAP,John R. Carter,majority,7,,01752,C001051,
HSAP,Ken Calvert,majority,8,,00165,C000059,
HSAP,Tom Cole,majority,9,,01742,C001053,
HSAP,Mario Diaz-Balart,majority,10,,01717,D000600,
HSAP,Charles W. Dent,majority,11,,01799,D000604,
HSAP,Tom Graves,majority,12,,01979,G000560,
HSAP,Kevin Yoder,majority,13,,02021,Y000063,
HSAP,Steve Womack,majority,14,,01991,W000809,
HSAP,Jeff Fortenberry,majority,15,,01793,F000449,
HSAP,Thomas J. Rooney,majority,16,,01916,R000583,
HSAP,"Charles J. ""Chuck"" Fleischmann",majority,17,,02061,F000459,
HSAP,Jaime Herrera Beutler,majority,18,,02071,H001056,
HSAP,David P. Joyce,majority,19,,02154,J000295,
HSAP,David G. Valadao,majority,20,,02105,V000129,
HSAP,Andy Harris,majority,21,,02026,H001052,
HSAP,Martha Roby,majority,22,,01986,R000591,
HSAP,Mark E. Amodei,majority,23,,02090,A000369,
HSAP,Chris Stewart,majority,24,,02168,S001192,
HSAP,David Young,majority,25,,02242,Y000066,
HSAP,Evan H. Jenkins,majority,26,,02278,J000297,
HSAP,Steven M. Palazzo,majority,27,,02035,P000601,
HSAP,Dan Newhouse,majority,28,,02275,N000189,
HSAP,John R. Moolenaar,majority,29,,02248,M001194,
HSAP,Scott Taylor,majority,30,,,T000477,
HSAP,Nita M. Lowey,minority,1,Ranking Member,00709,L000480,
HSAP,Marcy Kaptur,minority,2,,00616,K000009,
HSAP,Peter J. Visclosky,minority,3,,01188,V000108,
HSAP,José E. Serrano,minority,4,,01042,S000248,
HSAP,Rosa L. DeLauro,minority,5,,00281,D000216,
HSAP,David E. Price,minority,6,,00930,P000523,
HSAP,Lucille Roybal-Allard,minority,7,,00997,R000486,
HSAP,"Sanford D. Bishop, Jr.",minority,8,,00091,B000490,
HSAP,Barbara Lee,minority,9,,01501,L000551,
HSAP,Betty McCollum,minority,10,,01653,M001143,
HSAP,Tim Ryan,minority,11,,01756,R000577,
HSAP,C. A. Dutch Ruppersberger,minority,12,,01728,R000576,
HSAP,Debbie Wasserman Schultz,minority,13,,01777,W000797,
HSAP,Henry Cuellar,minority,14,,01807,C001063,
HSAP,Chellie Pingree,minority,15,,01927,P000597,
HSAP,Mike Quigley,minority,16,,01967,Q000023,
HSAP,Derek Kilmer,minority,17,,02169,K000381,
HSAP,Matt Cartwright,minority,18,,02159,C001090,
HSAP,Grace Meng,minority,19,,02148,M001188,
HSAP,Mark Pocan,minority,20,,02171,P000607,
HSAP,Katherine M. Clark,minority,21,,02196,C001101,
HSAP,Pete Aguilar,minority,22,,02229,A000371,
HSAP01,Robert B. Aderholt,majority,1,Chair,01460,A000055,
HSAP01,Kevin Yoder,majority,2,,02021,Y000063,
HSAP01,Thomas J. Rooney,majority,3,,01916,R000583,
HSAP01,David G. Valadao,majority,4,Vice Chair,02105,V000129,
HSAP01,Andy Harris,majority,5,,02026,H001052,
HSAP01,David Young,majority,6,,02242,Y000066,
HSAP01,Steven M. Palazzo,majority,7,,02035,P000601,
HSAP01,"Sanford D. Bishop, Jr.",minority,1,Ranking Member,00091,B000490,
HSAP01,Rosa L. DeLauro,minority,2,,00281,D000216,
HSAP01,Chellie Pingree,minority,3,,01927,P000597,
HSAP01,Mark Pocan,minority,4,,02171,P000607,
HSAP02,Kay Granger,majority,1,Chair,01487,G000377,
HSAP02,Harold Rogers,majority,2,,00977,R000395,
HSAP02,Ken Calvert,majority,3,Vice Chair,00165,C000059,
HSAP02,Tom Cole,majority,4,,01742,C001053,
HSAP02,Steve Womack,majority,5,,01991,W000809,
HSAP02,Robert B. Aderholt,majority,6,,01460,A000055,
HSAP02,John R. Carter,majority,7,,01752,C001051,
HSAP02,Mario Diaz-Balart,majority,8,,01717,D000600,
HSAP02,Tom Graves,majority,9,,01979,G000560,
HSAP02,Martha Roby,majority,10,,01986,R000591,
HSAP02,Peter J. Visclosky,minority,1,Ranking Member,01188,V000108,
HSAP02,Betty McCollum,minority,2,,01653,M001143,
HSAP02,Tim Ryan,minority,3,,01756,R000577,
HSAP02,C. A. Dutch Ruppersberger,minority,4,,01728,R000576,
HSAP02,Marcy Kaptur,minority,5,,00616,K000009,
HSAP02,Henry Cuellar,minority,6,,01807,C001063,
HSAP04,Harold Rogers,majority,1,Chair,00977,R000395,
HSAP04,Kay Granger,majority,2,,01487,G000377,
HSAP04,Mario Diaz-Balart,majority,3,,01717,D000600,
HSAP04,Charles W. Dent,majority,4,,01799,D000604,
HSAP04,Thomas J. Rooney,majority,5,Vice Chair,01916,R000583,
HSAP04,Jeff Fortenberry,majority,6,,01793,F000449,
HSAP04,Chris Stewart,majority,7,,02168,S001192,
HSAP04,Nita M. Lowey,minority,1,Ranking Member,00709,L000480,
HSAP04,Barbara Lee,minority,2,,01501,L000551,
HSAP04,C. A. Dutch Ruppersberger,minority,3,,01728,R000576,
HSAP04,Grace Meng,minority,4,,02148,M001188,
HSAP04,David E. Price,minority,5,,00930,P000523,
HSAP06,Ken Calvert,majority,1,Chair,00165,C000059,
HSAP06,Michael K. Simpson,majority,2,,01590,S001148,
HSAP06,Tom Cole,majority,3,,01742,C001053,
HSAP06,David P. Joyce,majority,4,,02154,J000295,
HSAP06,Chris Stewart,majority,5,Vice Chair,02168,S001192,
HSAP06,Mark E. Amodei,majority,6,,02090,A000369,
HSAP06,Evan H. Jenkins,majority,7,,02278,J000297,
HSAP06,Betty McCollum,minority,1,Ranking Member,01653,M001143,
HSAP06,Chellie Pingree,minority,2,,01927,P000597,
HSAP06,Derek Kilmer,minority,3,,02169,K000381,
HSAP06,Marcy Kaptur,minority,4,,00616,K000009,
HSAP07,Tom Cole,majority,1,Chair,01742,C001053,
HSAP07,Michael K. Simpson,majority,2,,01590,S001148,
HSAP07,Steve Womack,majority,3,Vice Chair,01991,W000809,
HSAP07,"Charles J. ""Chuck"" Fleischmann",majority,4,,02061,F000459,
HSAP07,Andy Harris,majority,5,,02026,H001052,
HSAP07,Martha Roby,majority,6,,01986,R000591,
HSAP07,Jaime Herrera Beutler,majority,7,,02071,H001056,
HSAP07,John R. Moolenaar,majority,8,,02248,M001194,
HSAP07,Rosa L. DeLauro,minority,1,Ranking Member,00281,D000216,
HSAP07,Lucille Roybal-Allard,minority,2,,00997,R000486,
HSAP07,Barbara Lee,minority,3,,01501,L000551,
HSAP07,Mark Pocan,minority,4,,02171,P000607,
HSAP07,Katherine M. Clark,minority,5,,02196,C001101,
HSAP10,Michael K. Simpson,majority,1,Chair,01590,S001148,
HSAP10,Ken Calvert,majority,2,,00165,C000059,
HSAP10,"Charles J. ""Chuck"" Fleischmann",majority,3,Vice Chair,02061,F000459,
HSAP10,Jeff Fortenberry,majority,4,,01793,F000449,
HSAP10,Kay Granger,majority,5,,01487,G000377,
HSAP10,Jaime Herrera Beutler,majority,6,,02071,H001056,
HSAP10,David P. Joyce,majority,7,,02154,J000295,
HSAP10,Dan Newhouse,majority,8,,02275,N000189,
HSAP10,Marcy Kaptur,minority,1,Ranking Member,00616,K000009,
HSAP10,Peter J. Visclosky,minority,2,,01188,V000108,
HSAP10,Debbie Wasserman Schultz,minority,3,,01777,W000797,
HSAP10,Pete Aguilar,minority,4,,02229,A000371,
HSAP10,José E. Serrano,minority,5,,01042,S000248,
HSAP15,John R. Carter,majority,1,Chair,01752,C001051,
HSAP15,John Abney Culberson,majority,2,,01670,C001048,
HSAP15,"Charles J. ""Chuck"" Fleischmann",majority,3,,02061,F000459,
HSAP15,Andy Harris,majority,4,,02026,H001052,
HSAP15,Steven M. Palazzo,majority,5,Vice Chair,02035,P000601,
HSAP15,Dan Newhouse,majority,6,,02275,N000189,
HSAP15,Scott Taylor,majority,7,,,T000477,
HSAP15,Lucille Roybal-Allard,minority,1,Ranking Member,00997,R000486,
HSAP15,Henry Cuellar,minority,2,,01807,C001063,
HSAP15,David E. Price,minority,3,,00930,P000523,
HSAP15,C. A. Dutch Ruppersberger,minority,4,,01728,R000576,
HSAP18,Charles W. Dent,majority,1,Chair,01799,D000604,
HSAP18,Jeff Fortenberry,majority,2,Vice Chair,01793,F000449,
HSAP18,Thomas J. Rooney,majority,3,,01916,R000583,
HSAP18,David G. Valadao,majority,4,,02105,V000129,
HSAP18,Steve Womack,majority,5,,01991,W000809,
HSAP18,Evan H. Jenkins,majority,6,,02278,J000297,
HSAP18,Scott Taylor,majority,7,,,T000477,
HSAP18,Debbie Wasserman Schultz,minority,1,Ranking Member,01777,W000797,
HSAP18,"Sanford D. Bishop, Jr.",minority,2,,00091,B000490,
HSAP18,Barbara Lee,minority,3,,01501,L000551,
HSAP18,Tim Ryan,minority,4,,01756,R000577,
HSAP19,John Abney Culberson,majority,1,Chair,01670,C001048,
HSAP19,Harold Rogers,majority,2,,00977,R000395,
HSAP19,Robert B. Aderholt,majority,3,,01460,A000055,
HSAP19,John R. Carter,majority,4,,01752,C001051,
HSAP19,Martha Roby,majority,5,,01986,R000591,
HSAP19,Steven M. Palazzo,majority,6,,02035,P000601,
HSAP19,Evan H. Jenkins,majority,7,Vice Chair,02278,J000297,
HSAP19,José E. Serrano,minority,1,Ranking Member,01042,S000248,
HSAP19,Derek Kilmer,minority,2,,02169,K000381,
HSAP19,Matt Cartwright,minority,3,,02159,C001090,
HSAP19,Grace Meng,minority,4,,02148,M001188,
HSAP20,Mario Diaz-Balart,majority,1,Chair,01717,D000600,
HSAP20,Charles W. Dent,majority,2,,01799,D000604,
HSAP20,David P. Joyce,majority,3,Vice Chair,02154,J000295,
HSAP20,John Abney Culberson,majority,4,,01670,C001048,
HSAP20,David Young,majority,5,,02242,Y000066,
HSAP20,David G. Valadao,majority,6,,02105,V000129,
HSAP20,Tom Graves,majority,7,,01979,G000560,
HSAP20,David E. Price,minority,1,Ranking Member,00930,P000523,
HSAP20,Mike Quigley,minority,2,,01967,Q000023,
HSAP20,Katherine M. Clark,minority,3,,02196,C001101,
HSAP20,Pete Aguilar,minority,4,,02229,A000371,
HSAP23,Tom Graves,majority,1,Chair,01979,G000560,
HSAP23,Kevin Yoder,majority,2,,02021,Y000063,
HSAP23,Jaime Herrera Beutler,majority,3,Vice Chair,02071,H001056,
HSAP23,Mark E. Amodei,majority,4,,02090,A000369,
HSAP23,Chris Stewart,majority,5,,02168,S001192,
HSAP23,David Young,majority,6,,02242,Y000066,
HSAP23,John R. Moolenaar,majority,7,,02248,M001194,
HSAP23,Mike Quigley,minority,1,Ranking Member,01967,Q000023,
HSAP23,José E. Serrano,minority,2,,01042,S000248,
HSAP23,Matt Cartwright,minority,3,,02159,C001090,
HSAP23,"Sanford D. Bishop, Jr.",minority,4,,00091,B000490,
HSAP24,Kevin Yoder,majority,1,Chair,02021,Y000063,
HSAP24,Mark E. Amodei,majority,2,Vice Chair,02090,A000369,
HSAP24,Dan Newhouse,majority,3,,02275,N000189,
HSAP24,John R. Moolenaar,majority,4,,02248,M001194,
HSAP24,Scott Taylor,majority,5,,,T000477,
HSAP24,Tim Ryan,minority,1,Ranking Member,01756,R000577,
HSAP24,Betty McCollum,minority,2,,01653,M001143,
HSAP24,Debbie Wasserman Schultz,minority,3,,01777,W000797,
HSAS,Mac Thornberry,majority,1,Chair,01155,T000238,
HSAS,Walter B. Jones,majority,2,,00612,J000255,
HSAS,Joe Wilson,majority,3,,01688,W000795,
HSAS,Frank A. LoBiondo,majority,4,,00699,L000554,
HSAS,Rob Bishop,majority,5,,01753,B001250,
HSAS,Michael R. Turner,majority,6,,01741,T000463,
HSAS,Mike Rogers,majority,7,,01704,R000575,
HSAS,Bill Shuster,majority,9,,01681,S001154,
HSAS,K. Michael Conaway,majority,10,,01805,C001062,
HSAS,Doug Lamborn,majority,11,,01834,L000564,
HSAS,Robert J. Wittman,majority,12,,01886,W000804,
HSAS,Duncan Hunter,majority,13,,01909,H001048,
HSAS,Mike Coffman,majority,14,,01912,C001077,
HSAS,Vicky Hartzler,majority,15,,02032,H001053,
HSAS,Austin Scott,majority,16,,02009,S001189,
HSAS,Mo Brooks,majority,17,,01987,B001274,
HSAS,Paul Cook,majority,18,,02103,C001094,
HSAS,Jim Bridenstine,majority,19,,02155,B001283,
HSAS,Brad R. Wenstrup,majority,20,,02152,W000815,
HSAS,Bradley Byrne,majority,21,,02197,B001289,
HSAS,Sam Graves,majority,22,,01656,G000546,
HSAS,Elise M. Stefanik,majority,23,,02263,S001196,
HSAS,Martha McSally,majority,24,,02225,M001197,
HSAS,Stephen Knight,majority,25,,02228,K000387,
HSAS,Steve Russell,majority,26,,02265,R000604,
HSAS,Scott DesJarlais,majority,27,,02062,D000616,
HSAS,Ralph Lee Abraham,majority,28,,02244,A000374,
HSAS,Trent Kelly,majority,29,,02294,K000388,
HSAS,Mike Gallagher,majority,30,,,G000579,
HSAS,Matt Gaetz,majority,31,,,G000578,
HSAS,Don Bacon,majority,32,,,B001298,
HSAS,Jim Banks,majority,33,,,B001299,
HSAS,Liz Cheney,majority,34,,,C001109,
HSAS,Adam Smith,minority,1,Ranking Member,01528,S000510,
HSAS,Robert A. Brady,minority,2,,01469,B001227,
HSAS,Susan A. Davis,minority,3,,01641,D000598,
HSAS,James R. Langevin,minority,4,,01668,L000559,
HSAS,Rick Larsen,minority,5,,01675,L000560,
HSAS,Jim Cooper,minority,6,,00231,C000754,
HSAS,Madeleine Z. Bordallo,minority,7,,01723,B001245,
HSAS,Joe Courtney,minority,8,,01836,C001069,
HSAS,Niki Tsongas,minority,9,,01884,T000465,
HSAS,John Garamendi,minority,10,,01973,G000559,
HSAS,Jackie Speier,minority,11,,01890,S001175,
HSAS,Marc A. Veasey,minority,12,,02166,V000131,
HSAS,Tulsi Gabbard,minority,13,,02122,G000571,
HSAS,Beto O’Rourke,minority,14,,02162,O000170,
HSAS,Donald Norcross,minority,15,,02202,N000188,
HSAS,Ruben Gallego,minority,16,,02226,G000574,
HSAS,Seth Moulton,minority,17,,02246,M001196,
HSAS,Colleen Hanabusa,minority,18,,02010,H001050,
HSAS,Carol Shea-Porter,minority,19,,01861,S001170,
HSAS,Jacky Rosen,minority,20,,,R000608,
HSAS,A. Donald McEachin,minority,21,,,M001200,
HSAS,Salud O. Carbajal,minority,22,,,C001112,
HSAS,Anthony G. Brown,minority,23,,,B001304,
HSAS,Stephanie N. Murphy,minority,24,,,M001202,
HSAS,Ro Khanna,minority,25,,,K000389,
HSAS,Tom O’Halleran,minority,26,,,O000171,
HSAS,Thomas R. Suozzi,minority,27,,,S001201,
HSAS,Jimmy Panetta,minority,28,,,P000613,
HSAS02,Mike Coffman,majority,1,Chair,01912,C001077,
HSAS02,Walter B. Jones,majority,2,,00612,J000255,
HSAS02,Brad R. Wenstrup,majority,3,Vice Chair,02152,W000815,
HSAS02,Steve Russell,majority,4,,02265,R000604,
HSAS02,Don Bacon,majority,5,,,B001298,
HSAS02,Martha McSally,majority,6,,02225,M001197,
HSAS02,Ralph Lee Abraham,majority,7,,02244,A000374,
HSAS02,Trent Kelly,majority,8,,02294,K000388,
HSAS02,Jackie Speier,minority,1,Ranking Member,01890,S001175,
HSAS02,Robert A. Brady,minority,2,,01469,B001227,
HSAS02,Niki Tsongas,minority,3,,01884,T000465,
HSAS02,Ruben Gallego,minority,4,,02226,G000574,
HSAS02,Carol Shea-Porter,minority,5,,01861,S001170,
HSAS02,Jacky Rosen,minority,6,,,R000608,
HSAS03,Joe Wilson,majority,1,Chair,01688,W000795,
HSAS03,Rob Bishop,majority,2,,01753,B001250,
HSAS03,Austin Scott,majority,3,,02009,S001189,
HSAS03,Steve Russell,majority,4,,02265,R000604,
HSAS03,Mike Rogers,majority,5,,01704,R000575,
HSAS03,Vicky Hartzler,majority,6,,02032,H001053,
HSAS03,Elise M. Stefanik,majority,7,,02263,S001196,
HSAS03,Martha McSally,majority,8,Vice Chair,02225,M001197,
HSAS03,Scott DesJarlais,majority,9,,02062,D000616,
HSAS03,Trent Kelly,majority,10,,02294,K000388,
HSAS03,Mike Gallagher,majority,11,,,G000579,
HSAS03,Madeleine Z. Bordallo,minority,1,Ranking Member,01723,B001245,
HSAS03,Joe Courtney,minority,2,,01836,C001069,
HSAS03,Tulsi Gabbard,minority,3,,02122,G000571,
HSAS03,Carol Shea-Porter,minority,4,,01861,S001170,
HSAS03,A. Donald McEachin,minority,5,,,M001200,
HSAS03,Salud O. Carbajal,minority,6,,,C001112,
HSAS03,Anthony G. Brown,minority,7,,,B001304,
HSAS03,Stephanie N. Murphy,minority,8,,,M001202,
HSAS03,Ro Khanna,minority,9,,,K000389,
HSAS06,Vicky Hartzler,majority,1,Chair,02032,H001053,
HSAS06,K. Michael Conaway,majority,2,,01805,C001062,
HSAS06,Matt Gaetz,majority,3,,,G000578,
HSAS06,Jim Banks,majority,4,,,B001299,
HSAS06,Liz Cheney,majority,5,,,C001109,
HSAS06,Austin Scott,majority,6,,02009,S001189,
HSAS06,Seth Moulton,minority,1,Ranking Member,02246,M001196,
HSAS06,Tom O’Halleran,minority,2,,,O000171,
HSAS06,Thomas R. Suozzi,minority,3,,,S001201,
HSAS06,Jimmy Panetta,minority,4,,,P000613,
HSAS25,Michael R. Turner,majority,1,Chair,01741,T000463,
HSAS25,Frank A. LoBiondo,majority,2,,00699,L000554,
HSAS25,Paul Cook,majority,3,Vice Chair,02103,C001094,
HSAS25,Sam Graves,majority,4,,01656,G000546,
HSAS25,Martha McSally,majority,5,,02225,M001197,
HSAS25,Stephen Knight,majority,6,,02228,K000387,
HSAS25,Trent Kelly,majority,7,,02294,K000388,
HSAS25,Matt Gaetz,majority,8,,,G000578,
HSAS25,Don Bacon,majority,9,,,B001298,
HSAS25,Jim Banks,majority,10,,,B001299,
HSAS25,Walter B. Jones,majority,11,,00612,J000255,
HSAS25,Rob Bishop,majority,12,,01753,B001250,
HSAS25,Robert J. Wittman,majority,13,,01886,W000804,
HSAS25,Mo Brooks,majority,14,,01987,B001274,
HSAS25,Niki Tsongas,minority,1,Ranking Member,01884,T000465,
HSAS25,James R. Langevin,minority,2,,01668,L000559,
HSAS25,Jim Cooper,minority,3,,00231,C000754,
HSAS25,Marc A. Veasey,minority,4,,02166,V000131,
HSAS25,Ruben Gallego,minority,5,,02226,G000574,
HSAS25,Jacky Rosen,minority,6,,,R000608,
HSAS25,Salud O. Carbajal,minority,7,,,C001112,
HSAS25,Anthony G. Brown,minority,8,,,B001304,
HSAS25,Tom O’Halleran,minority,9,,,O000171,
HSAS25,Thomas R. Suozzi,minority,10,,,S001201,
HSAS25,Jimmy Panetta,minority,11,,,P000613,
HSAS26,Elise M. Stefanik,majority,1,Chair,02263,S001196,
HSAS26,Bill Shuster,majority,2,,01681,S001154,
HSAS26,Brad R. Wenstrup,majority,3,,02152,W000815,
